row_id,F_score,S_score,SDI,WT2
1896,0.7083333333333334,0.85,0.1416666666666666,1.602603829
1897,0.8333333333333334,0.7625,-0.07083333333333341,0.491047641
1898,1.0,0.9875,-0.012499999999999956,1.602603829
1899,0.9583333333333334,0.925,-0.033333333333333326,1.291881242
1900,0.9166666666666666,0.8625,-0.054166666666666585,0.533214378
1901,0.9583333333333334,0.8875,-0.07083333333333341,0.697836911
1902,0.9583333333333334,0.8625,-0.09583333333333333,1.657768763
1903,0.8333333333333334,0.8625,0.029166666666666674,1.502503257
1904,0.75,0.7125,-0.03749999999999998,1.291881242
1905,0.9166666666666666,0.8125,-0.10416666666666663,1.602603829
1906,0.8333333333333334,0.8125,-0.02083333333333337,1.682143995
1907,0.7916666666666666,0.6625,-0.12916666666666665,1.127635276
1908,0.625,0.65,0.025000000000000022,0.903546579
1909,0.9166666666666666,0.725,-0.19166666666666665,0.903546579
1910,0.875,0.8625,-0.012499999999999956,1.127635276
1911,0.7916666666666666,0.675,-0.11666666666666659,0.932002801
1912,0.8333333333333334,0.6625,-0.1708333333333334,1.643303916
1913,0.7083333333333334,0.675,-0.033333333333333326,0.594599021
1914,0.7916666666666666,0.75,-0.04166666666666663,1.643303916
1915,0.8333333333333334,0.6375,-0.19583333333333341,1.643303916
1916,0.9166666666666666,0.825,-0.09166666666666667,1.643303916
1917,0.9166666666666666,0.8375,-0.07916666666666661,1.643303916
1918,0.7083333333333334,0.775,0.06666666666666665,0.594599021
1919,0.75,0.7625,0.012499999999999956,1.502503257
1920,0.7083333333333334,0.5875,-0.12083333333333335,1.502503257
1921,0.9166666666666666,0.6375,-0.2791666666666667,1.127635276
1922,0.75,0.6875,-0.0625,0.676237787
1923,1.0,1.0,0.0,0.509539871
1924,0.6666666666666666,0.65,-0.016666666666666607,0.533214378
1925,0.75,0.7875,0.03749999999999998,1.602603829
1926,0.625,0.7,0.07499999999999996,1.127635276
1927,0.8333333333333334,0.625,-0.20833333333333337,0.594599021
1928,0.875,0.875,0.0,0.594599021
1929,0.75,0.75,0.0,0.94576582
1930,0.8333333333333334,0.65,-0.18333333333333335,1.208506109
1931,0.75,0.75,0.0,1.602603829
1932,0.7916666666666666,0.7875,-0.004166666666666652,2.1558561
1933,0.875,0.7375,-0.13749999999999996,1.127635276
1934,0.75,0.7625,0.012499999999999956,1.657768763
1935,1.0,1.0,0.0,1.063276714
1936,0.8333333333333334,0.7,-0.13333333333333341,0.677589622
1937,0.75,0.7875,0.03749999999999998,0.932670497
1938,0.9166666666666666,0.7375,-0.17916666666666659,0.594599021
1939,0.8333333333333334,0.9,0.06666666666666665,0.677589622
1940,1.0,0.925,-0.07499999999999996,0.594599021
1941,0.7083333333333334,0.6,-0.10833333333333339,1.127635276
1942,0.9166666666666666,0.9375,0.02083333333333337,0.594599021
1943,0.9166666666666666,0.6625,-0.25416666666666665,0.677589622
1944,0.875,0.8875,0.012499999999999956,0.594599021
1945,1.0,1.0,0.0,0.677589622
1946,1.0,0.6125,-0.38749999999999996,1.127635276
1947,0.625,0.6375,0.012499999999999956,0.677589622
1948,0.9166666666666666,0.9375,0.02083333333333337,0.677589622
1949,0.9583333333333334,0.9,-0.05833333333333335,0.533214378
1950,0.75,0.7125,-0.03749999999999998,1.502503257
